signal_id	file	page_guess	signal_type	excerpt	note
SIG-002693	SOURCE_CANON/step3_canonical/page-1065.txt	1065	REFERENTIE_ZONDER_DOEL	hidangan, sebagai berikut:	reference word without nearby table markers
SIG-002694	SOURCE_CANON/step3_canonical/page-1066.txt	1066	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1059	last non-empty line lacks terminal punctuation
SIG-002695	SOURCE_CANON/step3_canonical/page-1066.txt	1066	REFERENTIE_ZONDER_DOEL	10. Polenta dapat dimakan dengan hidangan” sebagai berikut:	reference word without nearby table markers
SIG-002696	SOURCE_CANON/step3_canonical/page-1066.txt	1066	HOEVEELHEID_ARTEFACT	tepung djagung dimasak £ 15 menit), rebusan katjang	currency symbol near number
SIG-002697	SOURCE_CANON/step3_canonical/page-1067.txt	1067	ABRUPT_END	1060 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002698	SOURCE_CANON/step3_canonical/page-1068.txt	1068	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1061	last non-empty line lacks terminal punctuation
SIG-002699	SOURCE_CANON/step3_canonical/page-1068.txt	1068	REFERENTIE_ZONDER_DOEL	6. Sudah itu diambil adonan jang kuning dan diletakkan diatas	reference word without nearby table markers
SIG-002700	SOURCE_CANON/step3_canonical/page-1068.txt	1068	REFERENTIE_ZONDER_DOEL	8. Sesudah itu jang tjoklat diletakkan diatas jang kuning.	reference word without nearby table markers
SIG-002701	SOURCE_CANON/step3_canonical/page-1068.txt	1068	HOEVEELHEID_ARTEFACT	ketan V2 kg. kelapa muda Ya btr.	letter+digit before unit
SIG-002702	SOURCE_CANON/step3_canonical/page-1069.txt	1069	ABRUPT_END	1062 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002703	SOURCE_CANON/step3_canonical/page-1069.txt	1069	HOEVEELHEID_ARTEFACT	daun pandan 2 Ibr.	number followed by Ibr/It
SIG-002704	SOURCE_CANON/step3_canonical/page-1070.txt	1070	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1063	last non-empty line lacks terminal punctuation
SIG-002705	SOURCE_CANON/step3_canonical/page-1071.txt	1071	ABRUPT_END	1064 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002706	SOURCE_CANON/step3_canonical/page-1071.txt	1071	HOEVEELHEID_ARTEFACT	tepung kandji 1!/4 Ons	number followed by Ons/ons
SIG-002707	SOURCE_CANON/step3_canonical/page-1071.txt	1071	HOEVEELHEID_ARTEFACT	daun pandan 3 Ibr.	number followed by Ibr/It
SIG-002708	SOURCE_CANON/step3_canonical/page-1071.txt	1071	REFERENTIE_ZONDER_DOEL	6. Diangkat, dibentuk bulat" diatas daun jang bersih, sesendok	reference word without nearby table markers
SIG-002709	SOURCE_CANON/step3_canonical/page-1071.txt	1071	HOEVEELHEID_ARTEFACT	tepung djagung 12 kg. gula djawa Y4 kg.	letter+digit before unit
SIG-002710	SOURCE_CANON/step3_canonical/page-1071.txt	1071	REFERENTIE_ZONDER_DOEL	3. Sesudah mengembang, diletakkan diatas tampah, ditjampur	reference word without nearby table markers
SIG-002711	SOURCE_CANON/step3_canonical/page-1072.txt	1072	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1065	last non-empty line lacks terminal punctuation
SIG-002712	SOURCE_CANON/step3_canonical/page-1072.txt	1072	REFERENTIE_ZONDER_DOEL	4. Bulatan” jang telah diisi diletakkan diatas daun pisang atau	reference word without nearby table markers
SIG-002713	SOURCE_CANON/step3_canonical/page-1073.txt	1073	ABRUPT_END	1066 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002714	SOURCE_CANON/step3_canonical/page-1073.txt	1073	HOEVEELHEID_ARTEFACT	katjang tolo Y2 kg.	letter+digit before unit
SIG-002715	SOURCE_CANON/step3_canonical/page-1073.txt	1073	HOEVEELHEID_ARTEFACT	tepung ketan 1V/2 kg. gula djawa 2 Ons	number followed by Ons/ons
SIG-002716	SOURCE_CANON/step3_canonical/page-1074.txt	1074	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1067	last non-empty line lacks terminal punctuation
SIG-002717	SOURCE_CANON/step3_canonical/page-1074.txt	1074	HOEVEELHEID_ARTEFACT	tepung beras V4 kg. garam 1 sdm.	letter+digit before unit
SIG-002718	SOURCE_CANON/step3_canonical/page-1074.txt	1074	HOEVEELHEID_ARTEFACT	tepung ketan V2 kg. batang bambu	letter+digit before unit
SIG-002719	SOURCE_CANON/step3_canonical/page-1075.txt	1075	ABRUPT_END	1068 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002720	SOURCE_CANON/step3_canonical/page-1075.txt	1075	HOEVEELHEID_ARTEFACT	gula merah 2 Ons air va gls.	number followed by Ons/ons
SIG-002721	SOURCE_CANON/step3_canonical/page-1076.txt	1076	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1069	last non-empty line lacks terminal punctuation
SIG-002722	SOURCE_CANON/step3_canonical/page-1076.txt	1076	REFERENTIE_ZONDER_DOEL	dengan api diatas dan dibawahnja.	reference word without nearby table markers
SIG-002723	SOURCE_CANON/step3_canonical/page-1076.txt	1076	HOEVEELHEID_ARTEFACT	gula pasir 2 Ons minjak goreng  2gls.	number followed by Ons/ons
SIG-002724	SOURCE_CANON/step3_canonical/page-1077.txt	1077	ABRUPT_END	1070 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-002725	SOURCE_CANON/step3_canonical/page-1077.txt	1077	HOEVEELHEID_ARTEFACT	daging V2 kg. minjak Barco 12 btl.	letter+digit before unit
SIG-002726	SOURCE_CANON/step3_canonical/page-1077.txt	1077	HOEVEELHEID_ARTEFACT	kapri 1 Ons bawang 6 siung	number followed by Ons/ons
SIG-002727	SOURCE_CANON/step3_canonical/page-1078.txt	1078	ABRUPTE_START	telur ajam 2 btr. tepung terigu 1 tjkr.	first non-empty line starts with lowercase
SIG-002728	SOURCE_CANON/step3_canonical/page-1078.txt	1078	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1071	last non-empty line lacks terminal punctuation
SIG-002729	SOURCE_CANON/step3_canonical/page-1079.txt	1079	ABRUPT_END	1072 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002730	SOURCE_CANON/step3_canonical/page-1079.txt	1079	HOEVEELHEID_ARTEFACT	terigu 1 Ons panili 12 bks.	number followed by Ons/ons
SIG-002731	SOURCE_CANON/step3_canonical/page-1080.txt	1080	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1073	last non-empty line lacks terminal punctuation
SIG-002732	SOURCE_CANON/step3_canonical/page-1080.txt	1080	HOEVEELHEID_ARTEFACT	6. Djangan dibuka sampai masak £ 1 djam.	currency symbol near number
SIG-002733	SOURCE_CANON/step3_canonical/page-1081.txt	1081	ABRUPT_END	1074 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002734	SOURCE_CANON/step3_canonical/page-1081.txt	1081	HOEVEELHEID_ARTEFACT	mentega 1/2 Ons kuning telur 1 btr,	number followed by Ons/ons
SIG-002735	SOURCE_CANON/step3_canonical/page-1081.txt	1081	HOEVEELHEID_ARTEFACT	gula halus 1/2 Ons adonan roti 2 Ons	number followed by Ons/ons
SIG-002736	SOURCE_CANON/step3_canonical/page-1081.txt	1081	HOEVEELHEID_ARTEFACT	maizena 2 Ons garam 1 sdt.	number followed by Ons/ons
SIG-002737	SOURCE_CANON/step3_canonical/page-1081.txt	1081	REFERENTIE_ZONDER_DOEL	4. Diratakan tipis" diatas papan, kira" setengah cm tebalnja.	reference word without nearby table markers
SIG-002738	SOURCE_CANON/step3_canonical/page-1081.txt	1081	REFERENTIE_ZONDER_DOEL	6. Kemudian disusun berdjedjer diatas kaleng pembakar jang	reference word without nearby table markers
SIG-002739	SOURCE_CANON/step3_canonical/page-1081.txt	1081	REFERENTIE_ZONDER_DOEL	disemir tipis diatas kue dengan gula hias jang ditjampur	reference word without nearby table markers
SIG-002740	SOURCE_CANON/step3_canonical/page-1082.txt	1082	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1075	last non-empty line lacks terminal punctuation
SIG-002741	SOURCE_CANON/step3_canonical/page-1082.txt	1082	HOEVEELHEID_ARTEFACT	dipan £ 2 djam.	currency symbol near number
SIG-002742	SOURCE_CANON/step3_canonical/page-1083.txt	1083	ABRUPT_END	1076 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002743	SOURCE_CANON/step3_canonical/page-1083.txt	1083	REFERENTIE_ZONDER_DOEL	6. Diatas kue disapu kuningnja telur ditusuki dengan lidi terlebih	reference word without nearby table markers
SIG-002744	SOURCE_CANON/step3_canonical/page-1083.txt	1083	REFERENTIE_ZONDER_DOEL	7. Dibakar dalam oven dengan api diatas dan dibawah.	reference word without nearby table markers
SIG-002745	SOURCE_CANON/step3_canonical/page-1084.txt	1084	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1077	last non-empty line lacks terminal punctuation
SIG-002746	SOURCE_CANON/step3_canonical/page-1084.txt	1084	HOEVEELHEID_ARTEFACT	kangkung 2 ikt. katjang tanah 1 0Ons	number followed by Ons/ons
SIG-002747	SOURCE_CANON/step3_canonical/page-1084.txt	1084	HOEVEELHEID_ARTEFACT	5. Gula merah dilarutkan dengan £ 3 gelas air panas mendidih	currency symbol near number
SIG-002748	SOURCE_CANON/step3_canonical/page-1085.txt	1085	ABRUPT_END	1078 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002749	SOURCE_CANON/step3_canonical/page-1085.txt	1085	HOEVEELHEID_ARTEFACT	semanggi 4 £gm. ubi djalar 1 bh.	currency symbol near number
SIG-002750	SOURCE_CANON/step3_canonical/page-1085.txt	1085	HOEVEELHEID_ARTEFACT	soun 12 Ons emping 1 0ns	number followed by Ons/ons
SIG-002751	SOURCE_CANON/step3_canonical/page-1085.txt	1085	HOEVEELHEID_ARTEFACT	timun muda 2 bh. udang kering 1/4 Ons	number followed by Ons/ons
SIG-002752	SOURCE_CANON/step3_canonical/page-1086.txt	1086	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1079	last non-empty line lacks terminal punctuation
SIG-002753	SOURCE_CANON/step3_canonical/page-1086.txt	1086	HOEVEELHEID_ARTEFACT	tepung ketan 2 Ons garam setjukupnja	number followed by Ons/ons
SIG-002754	SOURCE_CANON/step3_canonical/page-1087.txt	1087	ABRUPT_END	1080 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002755	SOURCE_CANON/step3_canonical/page-1087.txt	1087	KOLOM_STRUCTUUR_ONZEKER	U. ".' - # . | . i	separator-like line
SIG-002756	SOURCE_CANON/step3_canonical/page-1087.txt	1087	KOLOM_STRUCTUUR_ONZEKER	- ._. ! . | A na an ____:.,	separator-like line
SIG-002757	SOURCE_CANON/step3_canonical/page-1089.txt	1089	ABRUPT_END	1082 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002758	SOURCE_CANON/step3_canonical/page-1089.txt	1089	HOEVEELHEID_ARTEFACT	ketela pohon 1 kg. gula pasir Y4 kg.	letter+digit before unit
SIG-002759	SOURCE_CANON/step3_canonical/page-1090.txt	1090	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1083	last non-empty line lacks terminal punctuation
SIG-002760	SOURCE_CANON/step3_canonical/page-1090.txt	1090	HOEVEELHEID_ARTEFACT	katjang tolo 2 Ons daun pisang setjukupnja	number followed by Ons/ons
SIG-002761	SOURCE_CANON/step3_canonical/page-1091.txt	1091	ABRUPT_END	1084 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002762	SOURCE_CANON/step3_canonical/page-1091.txt	1091	HOEVEELHEID_ARTEFACT	telur 4 btr. gula merah 212 Ons	number followed by Ons/ons
SIG-002763	SOURCE_CANON/step3_canonical/page-1091.txt	1091	HOEVEELHEID_ARTEFACT	kelapa Ya btr. daun pisang 3 Ibr.	number followed by Ibr/It
SIG-002764	SOURCE_CANON/step3_canonical/page-1091.txt	1091	HOEVEELHEID_ARTEFACT	gula djawa 1 Ons	number followed by Ons/ons
SIG-002765	SOURCE_CANON/step3_canonical/page-1091.txt	1091	HOEVEELHEID_ARTEFACT	daun pandan 5 Ibr.	number followed by Ibr/It
SIG-002766	SOURCE_CANON/step3_canonical/page-1092.txt	1092	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1085	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-002767	SOURCE_CANON/step3_canonical/page-1092.txt	1092	HOEVEELHEID_ARTEFACT	ketan V2 kg. abon sapi/ajam  V2 0ons	number followed by Ons/ons
SIG-002768	SOURCE_CANON/step3_canonical/page-1092.txt	1092	HOEVEELHEID_ARTEFACT	telur itik 2 btr. sagu 2 Ons	number followed by Ons/ons
SIG-002769	SOURCE_CANON/step3_canonical/page-1092.txt	1092	HOEVEELHEID_ARTEFACT	garam 1i sdm. pandan 2 Ibr.	number followed by Ibr/It
SIG-002770	SOURCE_CANON/step3_canonical/page-1092.txt	1092	HOEVEELHEID_ARTEFACT	salam 3 Ibr.	number followed by Ibr/It
SIG-002771	SOURCE_CANON/step3_canonical/page-1093.txt	1093	ABRUPTE_START	diberi garam 1/2 sendok makan, dikukus sampai masak, diberi	first non-empty line starts with lowercase
SIG-002772	SOURCE_CANON/step3_canonical/page-1093.txt	1093	ABRUPT_END	1086 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002773	SOURCE_CANON/step3_canonical/page-1093.txt	1093	REFERENTIE_ZONDER_DOEL	6. Diambil sesendok demi sesendok diatur diatas tampah.	reference word without nearby table markers
SIG-002774	SOURCE_CANON/step3_canonical/page-1094.txt	1094	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1087	last non-empty line lacks terminal punctuation
SIG-002775	SOURCE_CANON/step3_canonical/page-1095.txt	1095	ABRUPT_END	1088 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002776	SOURCE_CANON/step3_canonical/page-1096.txt	1096	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1089	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-002777	SOURCE_CANON/step3_canonical/page-1096.txt	1096	REFERENTIE_ZONDER_DOEL	1. Pertama-tama kita buat induknja (kepalanja), seperti dibawah	reference word without nearby table markers
SIG-002778	SOURCE_CANON/step3_canonical/page-1096.txt	1096	HOEVEELHEID_ARTEFACT	gula merah 1/2 gls. pandan 2 Ibr.	number followed by Ibr/It
SIG-002779	SOURCE_CANON/step3_canonical/page-1097.txt	1097	ABRUPTE_START	air 1 gls.	first non-empty line starts with lowercase
SIG-002780	SOURCE_CANON/step3_canonical/page-1097.txt	1097	ABRUPT_END	108309 ARASA	last non-empty line lacks terminal punctuation
SIG-002781	SOURCE_CANON/step3_canonical/page-1097.txt	1097	HOEVEELHEID_ARTEFACT	santan kental 2 gls. pandan 1 Ibr.	number followed by Ibr/It
SIG-002782	SOURCE_CANON/step3_canonical/page-1097.txt	1097	HOEVEELHEID_ARTEFACT	panas, adonan serabi (£ 2 sdm) dituangkan.	currency symbol near number
SIG-002783	SOURCE_CANON/step3_canonical/page-1097.txt	1097	KOLOM_STRUCTUUR_ONZEKER	7. “Tjetakan ditutup, dibiarkan sampai serabi masak. |	separator-like line
SIG-002784	SOURCE_CANON/step3_canonical/page-1097.txt	1097	HOEVEELHEID_ARTEFACT	mendidih £ 5 menit.	currency symbol near number
SIG-002785	SOURCE_CANON/step3_canonical/page-1097.txt	1097	HOEVEELHEID_ARTEFACT	Di-iris? tipis, direndam air kapur selama £ 10 djam, ditjutji	currency symbol near number
SIG-002786	SOURCE_CANON/step3_canonical/page-1098.txt	1098	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1091	last non-empty line lacks terminal punctuation
SIG-002787	SOURCE_CANON/step3_canonical/page-1098.txt	1098	HOEVEELHEID_ARTEFACT	Setelah digoreng dapat terus dibesta dengan gula merah 2 ons, dan	number followed by Ons/ons
SIG-002788	SOURCE_CANON/step3_canonical/page-1098.txt	1098	HOEVEELHEID_ARTEFACT	gula pasir 2 Ons	number followed by Ons/ons
SIG-002789	SOURCE_CANON/step3_canonical/page-1099.txt	1099	ABRUPT_END	1092 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002790	SOURCE_CANON/step3_canonical/page-1099.txt	1099	HOEVEELHEID_ARTEFACT	gula pasir 2 Ons garam 1 Sdt.	number followed by Ons/ons
SIG-002791	SOURCE_CANON/step3_canonical/page-1099.txt	1099	HOEVEELHEID_ARTEFACT	sagu mentah 2 0Ons garam 2 sSdt.	number followed by Ons/ons
SIG-002792	SOURCE_CANON/step3_canonical/page-1099.txt	1099	HOEVEELHEID_ARTEFACT	kelapa 1 btr. gula merah 5 0Ons	number followed by Ons/ons
SIG-002793	SOURCE_CANON/step3_canonical/page-1100.txt	1100	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1093	last non-empty line lacks terminal punctuation
SIG-002794	SOURCE_CANON/step3_canonical/page-1101.txt	1101	ABRUPT_END	1094 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-002795	SOURCE_CANON/step3_canonical/page-1101.txt	1101	HOEVEELHEID_ARTEFACT	sereh 1 pt. pandan wangi 1 Ibr.	number followed by Ibr/It
SIG-002796	SOURCE_CANON/step3_canonical/page-1101.txt	1101	HOEVEELHEID_ARTEFACT	1. Adonan bumbu? direbus dan setelah mendidih £ 2 djam	currency symbol near number
SIG-002797	SOURCE_CANON/step3_canonical/page-1101.txt	1101	HOEVEELHEID_ARTEFACT	(garis tengah £ 2 cm).	currency symbol near number
SIG-002798	SOURCE_CANON/step3_canonical/page-1102.txt	1102	ABRUPTE_START	berisi 50 atau 100 renteng atau menurut kehendak pendjualnja.	first non-empty line starts with lowercase
SIG-002799	SOURCE_CANON/step3_canonical/page-1102.txt	1102	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1095	last non-empty line lacks terminal punctuation
SIG-002800	SOURCE_CANON/step3_canonical/page-1103.txt	1103	ABRUPT_END	1096 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002801	SOURCE_CANON/step3_canonical/page-1103.txt	1103	KOLOM_STRUCTUUR_ONZEKER	Tjara membuatnja : |	separator-like line
SIG-002802	SOURCE_CANON/step3_canonical/page-1103.txt	1103	KOLOM_STRUCTUUR_ONZEKER	sampai lojang penuh. |	separator-like line
SIG-002803	SOURCE_CANON/step3_canonical/page-1103.txt	1103	KOLOM_STRUCTUUR_ONZEKER	kong 2 tjkr. ditumbuk halus |	separator-like line
SIG-002804	SOURCE_CANON/step3_canonical/page-1103.txt	1103	KOLOM_STRUCTUUR_ONZEKER	tersendiri hingga mengembang. |	separator-like line
SIG-002805	SOURCE_CANON/step3_canonical/page-1103.txt	1103	KOLOM_STRUCTUUR_ONZEKER	3. Sudah itu diaduk semuanja hingga rata betul. |	separator-like line
SIG-002806	SOURCE_CANON/step3_canonical/page-1103.txt	1103	REFERENTIE_ZONDER_DOEL	dalam oven dengan api diatas dan dibawah.	reference word without nearby table markers
SIG-002807	SOURCE_CANON/step3_canonical/page-1105.txt	1105	ABRUPTE_START	bawang putih 10 siung ketjap 2 sdm.	first non-empty line starts with lowercase
SIG-002808	SOURCE_CANON/step3_canonical/page-1105.txt	1105	ABRUPT_END	1098 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002809	SOURCE_CANON/step3_canonical/page-1105.txt	1105	HOEVEELHEID_ARTEFACT	remas sampai rata, adonan ini disimpan £ 4—5 djam agar naik.	currency symbol near number
SIG-002810	SOURCE_CANON/step3_canonical/page-1106.txt	1106	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1099	last non-empty line lacks terminal punctuation
SIG-002811	SOURCE_CANON/step3_canonical/page-1107.txt	1107	ABRUPT_END	1100 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002812	SOURCE_CANON/step3_canonical/page-1107.txt	1107	HOEVEELHEID_ARTEFACT	daging 2 Ons	number followed by Ons/ons
SIG-002813	SOURCE_CANON/step3_canonical/page-1108.txt	1108	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1101	last non-empty line lacks terminal punctuation
SIG-002814	SOURCE_CANON/step3_canonical/page-1108.txt	1108	REFERENTIE_ZONDER_DOEL	4. Dandibakar dengan api dibawah dahulu.	reference word without nearby table markers
SIG-002815	SOURCE_CANON/step3_canonical/page-1109.txt	1109	ABRUPT_END	1102 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-002816	SOURCE_CANON/step3_canonical/page-1109.txt	1109	REFERENTIE_ZONDER_DOEL	4. Sesudah itu diberi bunga cream jang dibikin sebagai berikut :	reference word without nearby table markers
SIG-002817	SOURCE_CANON/step3_canonical/page-1109.txt	1109	HOEVEELHEID_ARTEFACT	bakar tjeper £ 1 cm tebalnja.	currency symbol near number
SIG-002818	SOURCE_CANON/step3_canonical/page-1110.txt	1110	ABRUPTE_START	mentega 312 tjkr. susu entjer 1 klg.	first non-empty line starts with lowercase
SIG-002819	SOURCE_CANON/step3_canonical/page-1110.txt	1110	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1103	last non-empty line lacks terminal punctuation
SIG-002820	SOURCE_CANON/step3_canonical/page-1110.txt	1110	REFERENTIE_ZONDER_DOEL	7. Mula? api ditaruh dibawah, kalau kue sudah naik apinja	reference word without nearby table markers
SIG-002821	SOURCE_CANON/step3_canonical/page-1110.txt	1110	HOEVEELHEID_ARTEFACT	gula pasir 1 0Ons	number followed by Ons/ons
SIG-002822	SOURCE_CANON/step3_canonical/page-1110.txt	1110	REFERENTIE_ZONDER_DOEL	7. Taartdi-potong? dan dihidangkan diatas piring kue jang dialas	reference word without nearby table markers
SIG-002823	SOURCE_CANON/step3_canonical/page-1111.txt	1111	ABRUPT_END	1104 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002824	SOURCE_CANON/step3_canonical/page-1111.txt	1111	REFERENTIE_ZONDER_DOEL	api diatas dan dibawah.	reference word without nearby table markers
SIG-002825	SOURCE_CANON/step3_canonical/page-1112.txt	1112	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO  110$	last non-empty line lacks terminal punctuation
SIG-002826	SOURCE_CANON/step3_canonical/page-1112.txt	1112	REFERENTIE_ZONDER_DOEL	kenari, serta dibakar lagi dengan api diatas sadja.	reference word without nearby table markers
SIG-002827	SOURCE_CANON/step3_canonical/page-1112.txt	1112	REFERENTIE_ZONDER_DOEL	7. Kemudian dibakar dalam oven dengan api dibawah dahulu.	reference word without nearby table markers
SIG-002828	SOURCE_CANON/step3_canonical/page-1112.txt	1112	HOEVEELHEID_ARTEFACT	nasi lembek Ya kg. margarine 1 0Ons	number followed by Ons/ons
SIG-002829	SOURCE_CANON/step3_canonical/page-1112.txt	1112	HOEVEELHEID_ARTEFACT	tepung terigu 1 0Ons panili 2 sdt.	number followed by Ons/ons
SIG-002830	SOURCE_CANON/step3_canonical/page-1112.txt	1112	HOEVEELHEID_ARTEFACT	gula pasir 1 0Ons garam 1 SAt.	number followed by Ons/ons
SIG-002831	SOURCE_CANON/step3_canonical/page-1113.txt	1113	ABRUPT_END	1106 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002832	SOURCE_CANON/step3_canonical/page-1114.txt	1114	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1107	last non-empty line lacks terminal punctuation
SIG-002833	SOURCE_CANON/step3_canonical/page-1114.txt	1114	REFERENTIE_ZONDER_DOEL	kembang, berikut ini dimasukkan pula putih telur jang telah	reference word without nearby table markers
SIG-002834	SOURCE_CANON/step3_canonical/page-1114.txt	1114	REFERENTIE_ZONDER_DOEL	9. Taart tersebut diletakkan diatas sebuah piring tjeper jang	reference word without nearby table markers
SIG-002835	SOURCE_CANON/step3_canonical/page-1115.txt	1115	ABRUPT_END	1108 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002836	SOURCE_CANON/step3_canonical/page-1116.txt	1116	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 1109	last non-empty line lacks terminal punctuation
SIG-002837	SOURCE_CANON/step3_canonical/page-1116.txt	1116	HOEVEELHEID_ARTEFACT	tape V2 kg. margarine 1 tjkr.	letter+digit before unit
SIG-002838	SOURCE_CANON/step3_canonical/page-1117.txt	1117	ABRUPT_END	1110 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-002839	SOURCE_CANON/step3_canonical/page-1117.txt	1117	HOEVEELHEID_ARTEFACT	taoge 10Ons	number followed by Ons/ons
SIG-002840	SOURCE_CANON/step3_canonical/page-1118.txt	1118	ABRUPTE_START	bawang merah 1 bh. ketjap 2 sdm.	first non-empty line starts with lowercase
SIG-002841	SOURCE_CANON/step3_canonical/page-1118.txt	1118	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO — III	last non-empty line lacks terminal punctuation
SIG-002842	SOURCE_CANON/step3_canonical/page-1118.txt	1118	REFERENTIE_ZONDER_DOEL	4. Taogejang telah dibersihkan dimasukkan kedalamnja berikut	reference word without nearby table markers
SIG-002843	SOURCE_CANON/step3_canonical/page-1119.txt	1119	ABRUPT_END	1112 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002844	SOURCE_CANON/step3_canonical/page-1119.txt	1119	HOEVEELHEID_ARTEFACT	katul 1 Ons gula merah 1/2 Ons	number followed by Ons/ons
SIG-002845	SOURCE_CANON/step3_canonical/page-1120.txt	1120	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO — 1113	last non-empty line lacks terminal punctuation
SIG-002846	SOURCE_CANON/step3_canonical/page-1120.txt	1120	HOEVEELHEID_ARTEFACT	sawi 4 ikt. daging ajam V2 kg.	letter+digit before unit
SIG-002847	SOURCE_CANON/step3_canonical/page-1121.txt	1121	ABRUPT_END	1114 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002848	SOURCE_CANON/step3_canonical/page-1121.txt	1121	HOEVEELHEID_ARTEFACT	gula merah V2 kg. katjang'an 11/2 Ons	number followed by Ons/ons
SIG-002849	SOURCE_CANON/step3_canonical/page-1121.txt	1121	REFERENTIE_ZONDER_DOEL	3. Dikukus lagi sampai masak kemudian diletrek diatas tampah,	reference word without nearby table markers
SIG-002850	SOURCE_CANON/step3_canonical/page-1122.txt	1122	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO  1IIS	last non-empty line lacks terminal punctuation
SIG-002851	SOURCE_CANON/step3_canonical/page-1122.txt	1122	REFERENTIE_ZONDER_DOEL	2. Gula ditjairkan diatas wadjan, djagung ditjampurkan.	reference word without nearby table markers
SIG-002852	SOURCE_CANON/step3_canonical/page-1123.txt	1123	ABRUPT_END	1116 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-002853	SOURCE_CANON/step3_canonical/page-1123.txt	1123	HOEVEELHEID_ARTEFACT	katjang tanah Va kg. kertas minjak 1 Ibr.	number followed by Ibr/It
SIG-002854	SOURCE_CANON/step3_canonical/page-1123.txt	1123	REFERENTIE_ZONDER_DOEL	2. Gula dimasak diatas api ketjil (tanpa air), sesudah mendidih	reference word without nearby table markers
SIG-002855	SOURCE_CANON/step3_canonical/page-1123.txt	1123	REFERENTIE_ZONDER_DOEL	5. Bubur ini dituang sedikit" diatas daun, lalu diratakan supaja	reference word without nearby table markers
